MonetaryValue,Frequency,Recently,Frequency_Cluster_Category,customer_id,Recency_Cluster_Category,Monetary_Cluster_Category,churn_customer_category
1.1722155936618188,9.218638331999001,0.20252349445079282,3,00426311a53f3c052943c88b692a3be2,1,1,MS
3.7514482044000794,3.525585713100544,0.7883077545207309,1,009ac0aeacb7e5c368452976385b7903,1,0,HS
1.9264157517890343,3.525585713100544,0.3341604068260598,1,00b5072ef1192bc4d02e1d6264317bb0,1,1,MS
4.380070493632771,3.525585713100544,-0.021259256587161043,1,01095519ab759274152540845a1d2004,2,2,LS
0.19837632242920528,9.218638331999001,0.9462720493710512,3,01ff2b68ecb885ebd063584cbde546e8,1,3,SHS
3.67717646871149,9.218638331999001,-0.5412250604694656,3,023fafd700dff9fcc64d28e2defe98b9,2,0,HS
-0.13364765388918956,3.525585713100544,-0.19238724267500812,1,02d16f10703b6d4ef180f921028032a5,2,3,SHS
1.1493314294858392,7.320954125699514,-0.22529647076882486,3,0355544e5f4818d9553faa520fedf38b,2,1,MS
0.4751036885145392,7.320954125699514,-0.5543887517069923,3,03e3a430d50d6e1123627d133c65d5c4,2,3,SHS
0.35449355632725865,3.525585713100544,-0.15947801458119137,1,041d75798215fd7ebffd6cf6b60bfac5,2,3,SHS
4.546856145705392,5.423269919400029,0.16961426635697607,1,0445283ab2d69419d518a3b1d82092c7,1,2,LS
1.376870058338818,11.116322538298485,0.41314255425122,3,046219c81738d6ee539ff6c04faa8575,1,1,MS
0.47770971432817383,3.525585713100544,0.9001991300397079,1,0503eb802fe69a16beabc757cdfa27a7,1,3,SHS
0.9550196297567031,3.525585713100544,-0.5412250604694656,1,05bb7b8653c0cc496b7d2db94a36b116,2,1,MS
3.7402911563854553,5.423269919400029,0.5776886947203037,1,06323ee39c5605bd9e243f9aacdcbae7,1,0,HS
2.131477407999413,7.320954125699514,-0.10024140401232123,3,06757e2a216429d601d7cda36642769d,2,0,HS
4.5628180538139045,9.218638331999001,0.7619803720456775,3,06c2c1e92714f3fe285f962909a59c15,1,2,LS
-0.25238470502292004,5.423269919400029,0.7685622176644409,1,06ec7aed3161859018db02f695b6600d,1,3,SHS
-0.15465873701161925,5.423269919400029,0.22226903130708286,1,076a27d502aeeddb25e540fb3caf9b3e,1,3,SHS
0.0986958350576785,3.525585713100544,0.5184520841514336,1,07ae5e78d3f125fb413ccd2e37b7206c,1,3,SHS
0.5026298361710556,5.423269919400029,-0.4293336849504887,1,07e4bae9721bddba07155c1b1cb5abb0,2,3,SHS
1.5403981781443954,3.525585713100544,-0.5083158323756489,1,07e6bfcde64d35a92aeea73af4a36411,2,1,MS
0.10993432137897784,3.525585713100544,0.5381976210077236,1,0827b8ba0083ce864acc1e1de2428666,1,3,SHS
0.5844753343805202,3.525585713100544,0.2420145681633729,1,082f15c3971915712f89b49d4099326c,1,1,MS
1.0353992384459978,3.525585713100544,-0.4293336849504887,1,0883816eb4425537f417d5d63553ab8c,2,1,MS
0.6430294768806246,9.218638331999001,-0.40958814809419863,3,08a0a61f98f22952682f7e463ef2d43e,2,1,MS
0.8762687872009294,5.423269919400029,0.8870354388021812,1,09b186546a1f76b4b3cb9111dad590ca,1,1,MS
2.133187612439612,5.423269919400029,-0.6202072078946258,1,09cc193befa14d698869667e92148ab2,2,0,HS
1.3932391579807115,3.525585713100544,-0.38326076561914524,1,0a1086a4021cc95c10d53035aa0e012c,2,1,MS
-0.5001200339315679,3.525585713100544,-0.08049586715603119,1,0ac2d5fc64bc66aaeaa727022aeb73f3,2,3,SHS
-0.5734145099400436,3.525585713100544,0.7422348351893875,1,0af1c58b035366f36dfa7bdde00b27ca,1,3,SHS
-0.5905165543420212,3.525585713100544,0.998926814321158,1,0b2784a179b2e1327c5afd6df6a1b19a,1,3,SHS
-0.15759051605195817,3.525585713100544,-0.4754066042818321,1,0b31586b5082359faf1b2861230a17b7,2,3,SHS
